,icd_code,icd_code_desc,icd_code_desc_de
80061,T441,,Vergiftung: Sonstige Parasympathomimetika [Cholinergika]
80062,T442,,"Vergiftung: Ganglienblocker, anderenorts nicht klassifiziert"
80063,T443,,"Vergiftung: Sonstige Parasympatholytika [Anticholinergika und Antimuskarinika] und Spasmolytika, anderenorts nicht klassifiziert"
80064,T444,,"Vergiftung: Vorwiegend Alpha-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
80065,T445,,"Vergiftung: Vorwiegend Beta-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
80066,T446,,"Vergiftung: Alpha-Rezeptorenblocker, anderenorts nicht klassifiziert"
80067,T447,,"Vergiftung: Beta-Rezeptorenblocker, anderenorts nicht klassifiziert"
80068,T448,,"Vergiftung: Zentral wirkende und adrenerge Neuronenblocker, anderenorts nicht klassifiziert"
80069,T449,,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf das autonome Nervensystem wirkende Arzneimittel"
80070,T45,,"Vergiftung durch primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
80071,T450,,Vergiftung: Antiallergika und Antiemetika
80072,T451,,Vergiftung: Antineoplastika und Immunsuppressiva
80073,T452,,"Vergiftung: Vitamine, anderenorts nicht klassifiziert"
80074,T453,,"Vergiftung: Enzyme, anderenorts nicht klassifiziert"
80075,T454,,Vergiftung: Eisen und dessen Verbindungen
80076,T455,,Vergiftung: Antikoagulanzien
80077,T456,,Vergiftung: Fibrinolytika und Fibrinolyse-Hemmer
80078,T457,,"Vergiftung: Antikoagulanzien-Antagonisten, Vitamin K und sonstige Koagulanzien"
80079,T458,,"Vergiftung: Sonstige primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
80080,T459,,"Vergiftung: Primär systemisch und auf das Blut wirkendes Mittel, nicht näher bezeichnet"
80081,T46,,Vergiftung durch primär auf das Herz-Kreislaufsystem wirkende Mittel
80082,T460,,Vergiftung: Herzglykoside und Arzneimittel mit ähnlicher Wirkung
80083,T461,,Vergiftung: Kalziumantagonisten
80084,T462,,"Vergiftung: Sonstige Antiarrhythmika, anderenorts nicht klassifiziert"
80085,T463,,"Vergiftung: Koronardilatatoren, anderenorts nicht klassifiziert"
80086,T464,,Vergiftung: Angiotensin-Konversionsenzym-Hemmer [ACE-Hemmer]
80087,T465,,"Vergiftung: Sonstige Antihypertensiva, anderenorts nicht klassifiziert"
80088,T466,,Vergiftung: Antihyperlipidämika und Arzneimittel gegen Arteriosklerose
80089,T467,,Vergiftung: Periphere Vasodilatatoren
80090,T468,,"Vergiftung: Antivarikosa, einschließlich Verödungsmitteln"
80091,T469,,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf das Herz-Kreislaufsystem wirkende Mittel"
80092,T47,,Vergiftung durch primär auf den Magen-Darm-Trakt wirkende Mittel
80093,T470,,Vergiftung: Histamin-H2-Rezeptorenblocker
80094,T471,,Vergiftung: Sonstige Antazida und Magensekretionshemmer
80095,T472,,Vergiftung: Stimulierende Laxanzien
80096,T473,,Vergiftung: Salinische und osmotische Laxanzien
80097,T474,,Vergiftung: Sonstige Laxanzien
80098,T475,,Vergiftung: Digestiva
80099,T476,,Vergiftung: Antidiarrhoika
80100,T477,,Vergiftung: Emetika
80101,T478,,Vergiftung: Sonstige primär auf den Magen-Darm-Trakt wirkende Mittel
80102,T479,,"Vergiftung: Primär auf den Magen-Darm-Trakt wirkendes Arzneimittel, nicht näher bezeichnet"
80103,T48,,"Vergiftung durch primär auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel"
80104,T480,,Vergiftung: Oxytozin [Ocytocin] und ähnlich wirkende Wehenmittel
80105,T481,,Vergiftung: Muskelrelaxanzien [neuromuskuläre Blocker]
80106,T482,,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf die Muskulatur wirkende Mittel"
80107,T483,,Vergiftung: Antitussiva
80108,T484,,Vergiftung: Expektoranzien
80109,T485,,Vergiftung: Arzneimittel gegen Erkältungskrankheiten
80110,T486,,"Vergiftung: Antiasthmatika, anderenorts nicht klassifiziert"
80111,T487,,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf das Atmungssystem wirkende Mittel"
80112,T49,,"Vergiftung durch primär auf Haut und Schleimhäute wirkende und in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde angewendete Mittel zur topischen Anwendung"
80113,T490,,"Vergiftung: Antimykotika, Antiinfektiva und Antiphlogistika zur lokalen Anwendung, anderenorts nicht klassifiziert"
80114,T491,,Vergiftung: Antipruriginosa
80115,T492,,Vergiftung: Adstringenzien und Detergenzien zur lokalen Anwendung
80116,T493,,"Vergiftung: Hauterweichende [Emollienzien], hautpflegende [Demulzenzien] und hautschützende Mittel"
80117,T494,,"Vergiftung: Keratolytika, Keratoplastika und sonstige Arzneimittel und Präparate zur Haarbehandlung"
80118,T495,,Vergiftung: Ophthalmika
80119,T496,,Vergiftung: In der Hals-Nasen-Ohrenheilkunde angewendete Arzneimittel und Präparate
80120,T497,,Vergiftung: Dentalpharmaka bei topischer Anwendung
80121,T498,,Vergiftung: Sonstige Mittel zur topischen Anwendung
80122,T499,,"Vergiftung: Mittel zur topischen Anwendung, nicht näher bezeichnet"
80123,T50,,"Vergiftung durch Diuretika und sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
80124,T500,,Vergiftung: Mineralokortikoide und deren Antagonisten
80125,T501,,Vergiftung: Schleifendiuretika [High-ceiling-Diuretika]
80126,T502,,"Vergiftung: Carboanhydrase-Hemmer, Benzothiadiazin-Derivate und andere Diuretika"
80127,T503,,"Vergiftung: Auf den Elektrolyt-, Kalorien- und Wasserhaushalt wirkende Mittel"
80128,T504,,Vergiftung: Auf den Harnsäurestoffwechsel wirkende Arzneimittel
80129,T505,,Vergiftung: Appetitzügler
80130,T506,,"Vergiftung: Antidote und Chelatbildner, anderenorts nicht klassifiziert"
80131,T507,,Vergiftung: Analeptika und Opioid-Rezeptor-Antagonisten
80132,T508,,Vergiftung: Diagnostika
80133,T509,,"Vergiftung: Sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
80134,T51,,Toxische Wirkung von Alkohol
80135,T510,,Toxische Wirkung: Äthanol
80136,T511,,Toxische Wirkung: Methanol
80137,T512,,Toxische Wirkung: 2-Propanol
80138,T513,,Toxische Wirkung: Fuselöl
80139,T518,,Toxische Wirkung: Sonstige Alkohole
80140,T519,,"Toxische Wirkung: Alkohol, nicht näher bezeichnet"
80141,T52,,Toxische Wirkung von organischen Lösungsmitteln
80142,T520,,Toxische Wirkung: Erdölprodukte
80143,T521,,Toxische Wirkung: Benzol
80144,T522,,Toxische Wirkung: Benzol-Homologe
80145,T523,,Toxische Wirkung: Glykole
80146,T524,,Toxische Wirkung: Ketone
80147,T528,,Toxische Wirkung: Sonstige organische Lösungsmittel
80148,T529,,"Toxische Wirkung: Organisches Lösungsmittel, nicht näher bezeichnet"
80149,T53,,Toxische Wirkung von halogenierten aliphatischen und aromatischen Kohlenwasserstoffen
80150,T530,,Toxische Wirkung: Tetrachlorkohlenstoff
80151,T531,,Toxische Wirkung: Chloroform
80152,T532,,Toxische Wirkung: Trichloräthylen
80153,T533,,Toxische Wirkung: Tetrachloräthylen
80154,T534,,Toxische Wirkung: Dichlormethan
80155,T535,,Toxische Wirkung: Fluorchlorkohlenwasserstoffe [FCKW]
80156,T536,,Toxische Wirkung: Sonstige halogenierte aliphatische Kohlenwasserstoffe
80157,T537,,Toxische Wirkung: Sonstige halogenierte aromatische Kohlenwasserstoffe
80158,T539,,"Toxische Wirkung: Halogenierte aliphatische und aromatische Kohlenwasserstoffe, nicht näher bezeichnet"
80159,T54,,Toxische Wirkung von ätzenden Substanzen
80160,T540,,Toxische Wirkung: Phenol und dessen Homologe
80161,T541,,Toxische Wirkung: Sonstige ätzende organische Verbindungen
80162,T542,,Toxische Wirkung: Ätzende Säuren und säureähnliche Substanzen
80163,T543,,Toxische Wirkung: Ätzalkalien und alkaliähnliche Substanzen
80164,T549,,"Toxische Wirkung: Ätzende Substanz, nicht näher bezeichnet"
80165,T55,,Toxische Wirkung von Seifen und Detergenzien
80166,T56,,Toxische Wirkung von Metallen
80167,T560,,Toxische Wirkung: Blei und dessen Verbindungen
80168,T561,,Toxische Wirkung: Quecksilber und dessen Verbindungen
80169,T562,,Toxische Wirkung: Chrom und dessen Verbindungen
80170,T563,,Toxische Wirkung: Kadmium und dessen Verbindungen
80171,T564,,Toxische Wirkung: Kupfer und dessen Verbindungen
80172,T565,,Toxische Wirkung: Zink und dessen Verbindungen
80173,T566,,Toxische Wirkung: Zinn und dessen Verbindungen
80174,T567,,Toxische Wirkung: Beryllium und dessen Verbindungen
80175,T568,,Toxische Wirkung: Sonstige Metalle
80176,T569,,"Toxische Wirkung: Metall, nicht näher bezeichnet"
80177,T57,,Toxische Wirkung von sonstigen anorganischen Substanzen
80178,T570,,Toxische Wirkung: Arsen und dessen Verbindungen
80179,T571,,Toxische Wirkung: Phosphor und dessen Verbindungen
80180,T572,,Toxische Wirkung: Mangan und dessen Verbindungen
80181,T573,,Toxische Wirkung: Blausäure
80182,T578,,Toxische Wirkung: Sonstige näher bezeichnete anorganische Substanzen
80183,T579,,"Toxische Wirkung: Anorganische Substanz, nicht näher bezeichnet"
80184,T58,,Toxische Wirkung von Kohlenmonoxid
80185,T59,,"Toxische Wirkung sonstiger Gase, Dämpfe oder sonstigen Rauches"
80186,T590,,Toxische Wirkung: Stickstoffoxide
80187,T591,,Toxische Wirkung: Schwefeldioxid
80188,T592,,Toxische Wirkung: Formaldehyd
80189,T593,,Toxische Wirkung: Tränengas
80190,T594,,Toxische Wirkung: Chlorgas
80191,T595,,Toxische Wirkung: Fluorgas und Fluorwasserstoff
80192,T596,,Toxische Wirkung: Schwefelwasserstoff
80193,T597,,Toxische Wirkung: Kohlendioxid
80194,T598,,"Toxische Wirkung: Sonstige näher bezeichnete Gase, Dämpfe oder sonstiger näher bezeichneter Rauch"
80195,T599,,"Toxische Wirkung: Gase, Dämpfe oder Rauch, nicht näher bezeichnet"
80196,T60,,Toxische Wirkung von Schädlingsbekämpfungsmitteln [Pestiziden]
80197,T600,,Toxische Wirkung: Organophosphat- und Carbamat-Insektizide
80198,T601,,Toxische Wirkung: Halogenierte Insektizide
80199,T602,,Toxische Wirkung: Sonstige und nicht näher bezeichnete Insektizide
80200,T603,,Toxische Wirkung: Herbizide und Fungizide
80201,T604,,Toxische Wirkung: Rodentizide
80202,T608,,Toxische Wirkung: Sonstige Schädlingsbekämpfungsmittel
80203,T609,,"Toxische Wirkung: Schädlingsbekämpfungsmittel, nicht näher bezeichnet"
80204,T61,,"Toxische Wirkung schädlicher Substanzen, die mit essbaren Meerestieren aufgenommen wurden"
80205,T610,,Ciguatera-Fischvergiftung
80206,T611,,Scombroid-Fischvergiftung
80207,T612,,Sonstige Vergiftung durch Fische und Schalentiere
80208,T618,,Toxische Wirkung sonstiger essbarer Meerestiere
80209,T619,,Toxische Wirkung eines nicht näher bezeichneten essbaren Meerestieres
80210,T62,,"Toxische Wirkung sonstiger schädlicher Substanzen, die mit der Nahrung aufgenommen wurden"
80211,T620,,Toxische Wirkung: Verzehrte Pilze
80212,T621,,Toxische Wirkung: Verzehrte Beeren
80213,T622,,Toxische Wirkung: Sonstige verzehrte Pflanze(n) oder Teil(e) davon
80214,T628,,"Toxische Wirkung: Sonstige näher bezeichnete schädliche Substanzen, die mit der Nahrung aufgenommen wurden"
80215,T629,,"Toxische Wirkung: Schädliche Substanz, die mit der Nahrung aufgenommen wurde, nicht näher bezeichnet"
80216,T63,,Toxische Wirkung durch Kontakt mit giftigen Tieren
80217,T630,,Toxische Wirkung: Schlangengift
80218,T631,,Toxische Wirkung: Gift anderer Reptilien
80219,T632,,Toxische Wirkung: Skorpiongift
80220,T633,,Toxische Wirkung: Spinnengift
80221,T634,,Toxische Wirkung: Gift sonstiger Arthropoden
80222,T635,,Toxische Wirkung durch Kontakt mit Fischen
80223,T636,,Toxische Wirkung durch Kontakt mit sonstigen Meerestieren
80224,T638,,Toxische Wirkung durch Kontakt mit sonstigen giftigen Tieren
80225,T639,,Toxische Wirkung durch Kontakt mit einem nicht näher bezeichneten giftigen Tier
80226,T64,,Toxische Wirkung von Aflatoxin und sonstigem Mykotoxin in kontaminierten Lebensmitteln
80227,T65,,Toxische Wirkung sonstiger und nicht näher bezeichneter Substanzen
80228,T650,,Toxische Wirkung: Zyanide
80229,T651,,Toxische Wirkung: Strychnin und dessen Salze
80230,T652,,Toxische Wirkung: Tabak und Nikotin
80231,T653,,Toxische Wirkung: Nitro- und Aminoderivate von Benzol und dessen Homologen
80232,T654,,Toxische Wirkung: Schwefelkohlenstoff
80233,T655,,"Toxische Wirkung: Glyzeroltrinitrat, Sauerstoffsäuren des Stickstoffs und deren Ester"
80234,T656,,"Toxische Wirkung: Farben und Farbstoffe, anderenorts nicht klassifiziert"
80235,T658,,Toxische Wirkung sonstiger näher bezeichneter Substanzen
80236,T659,,Toxische Wirkung einer nicht näher bezeichneten Substanz
80237,T66,,Nicht näher bezeichnete Schäden durch Strahlung
80238,T67,,Schäden durch Hitze und Sonnenlicht
80239,T670,,Hitzschlag und Sonnenstich
80240,T671,,Hitzesynkope
80241,T672,,Hitzekrampf
80242,T673,,Hitzeerschöpfung durch Wasserverlust
80243,T674,,Hitzeerschöpfung durch Salzverlust
80244,T675,,"Hitzeerschöpfung, nicht näher bezeichnet"
80245,T676,,Passagere Hitzeermüdung
80246,T677,,Hitzeödem
80247,T678,,Sonstige Schäden durch Hitze und Sonnenlicht
80248,T679,,"Schaden durch Hitze und Sonnenlicht, nicht näher bezeichnet"
80249,T68,,Hypothermie
80250,T69,,Sonstige Schäden durch niedrige Temperatur
80251,T690,,Kälte-Nässe-Schaden der Hände oder Füße
80252,T691,,Frostbeulen
80253,T698,,Sonstige näher bezeichnete Schäden durch niedrige Temperatur
80254,T699,,"Schaden durch niedrige Temperatur, nicht näher bezeichnet"
80255,T70,,Schäden durch Luft- und Wasserdruck
80256,T700,,Barotrauma des Ohres
80257,T701,,Barotrauma der Nasennebenhöhlen
80258,T702,,Sonstige und nicht näher bezeichnete Schäden durch große Höhe
80259,T703,,Caissonkrankheit [Dekompressionskrankheit]
80260,T704,,Schäden durch Hochdruckflüssigkeiten
80261,T708,,Sonstige Schäden durch Luft- und Wasserdruck
80262,T709,,"Schaden durch Luft- und Wasserdruck, nicht näher bezeichnet"
80263,T71,,Erstickung
80264,T73,,Schäden durch sonstigen Mangel
80265,T730,,Schäden durch Hunger
80266,T731,,Schäden durch Durst
80267,T732,,Erschöpfung durch Ausgesetztsein (gegenüber Witterungsunbilden)
80268,T733,,Erschöpfung durch übermäßige Anstrengung
80269,T738,,Sonstige Schäden durch Mangel
80270,T739,,"Schaden durch Mangel, nicht näher bezeichnet"
80271,T74,,Missbrauch von Personen
80272,T740,,Vernachlässigen oder Imstichlassen
80273,T741,,Körperlicher Missbrauch
80274,T742,,Sexueller Missbrauch
80275,T743,,Psychischer Missbrauch
80276,T748,,Sonstige Formen des Missbrauchs von Personen
80277,T749,,"Missbrauch von Personen, nicht näher bezeichnet"
80278,T75,,Schäden durch sonstige äußere Ursachen
80279,T750,,Schäden durch Blitzschlag
80280,T751,,Ertrinken und nichttödliches Untertauchen
80281,T752,,Schäden durch Vibration
80282,T753,,Kinetose
80283,T754,,Schäden durch elektrischen Strom
80284,T758,,Sonstige näher bezeichnete Schäden durch sonstige äußere Ursachen
80285,T76,,Nicht näher bezeichnete Schäden durch äußere Ursachen
80286,T78,,"Unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert"
80287,T780,,Anaphylaktischer Schock durch Nahrungsmittelunverträglichkeit
80288,T781,,"Sonstige Nahrungsmittelunverträglichkeit, anderenorts nicht klassifiziert"
80289,T782,,"Anaphylaktischer Schock, nicht näher bezeichnet"
80290,T783,,Angioneurotisches Ödem
80291,T784,,"Allergie, nicht näher bezeichnet"
80292,T788,,"Sonstige unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert"
80293,T789,,"Unerwünschte Nebenwirkung, nicht näher bezeichnet"
80294,T79,,"Bestimmte Frühkomplikationen eines Traumas, anderenorts nicht klassifiziert"
80295,T790,,Luftembolie (traumatisch)
80296,T791,,Fettembolie (traumatisch)
80297,T792,,Traumatisch bedingte sekundäre oder rezidivierende Blutung
80298,T793,,"Posttraumatische Wundinfektion, anderenorts nicht klassifiziert"
80299,T794,,Traumatischer Schock
80300,T795,,Traumatische Anurie
80301,T796,,Traumatische Muskelischämie
80302,T7960,,Traumatische Muskelischämie der oberen Extremität
80303,T7961,,Traumatische Muskelischämie des Oberschenkels und der Hüfte
80304,T7962,,Traumatische Muskelischämie des Unterschenkels
80305,T7963,,Traumatische Muskelischämie des Fußes
80306,T7968,,Traumatische Muskelischämie sonstiger Lokalisation
80307,T7969,,Traumatische Muskelischämie nicht näher bezeichneter Lokalisation
80308,T797,,Traumatisches subkutanes Emphysem
80309,T798,,Sonstige Frühkomplikationen eines Traumas
80310,T799,,Nicht näher bezeichnete Frühkomplikation eines Traumas
80311,T80,,"Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
80312,T800,,"Luftembolie nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
80313,T801,,"Gefäßkomplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
80314,T802,,"Infektionen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
80315,T803,,AB0-Unverträglichkeitsreaktion
80316,T804,,Rh-Unverträglichkeitsreaktion
80317,T805,,Anaphylaktischer Schock durch Serum
80318,T806,,Sonstige Serumreaktionen
80319,T808,,"Sonstige Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
80320,T809,,"Nicht näher bezeichnete Komplikation nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
80321,T81,,"Komplikationen bei Eingriffen, anderenorts nicht klassifiziert"
80322,T810,,"Blutung und Hämatom als Komplikation eines Eingriffes, anderenorts nicht klassifiziert"
80323,T811,,"Schock während oder als Folge eines Eingriffes, anderenorts nicht klassifiziert"
80324,T812,,"Versehentliche Stich- oder Risswunde während eines Eingriffes, anderenorts nicht klassifiziert"
80325,T813,,"Aufreißen einer Operationswunde, anderenorts nicht klassifiziert"
80326,T814,,"Infektion nach einem Eingriff, anderenorts nicht klassifiziert"
80327,T815,,"Fremdkörper, der versehentlich nach einem Eingriff in einer Körperhöhle oder Operationswunde zurückgeblieben ist"
80328,T816,,Akute Reaktion auf eine während eines Eingriffes versehentlich zurückgebliebene Fremdsubstanz
80329,T817,,"Gefäßkomplikationen nach einem Eingriff, anderenorts nicht klassifiziert"
80330,T818,,"Sonstige Komplikationen bei Eingriffen, anderenorts nicht klassifiziert"
80331,T819,,Nicht näher bezeichnete Komplikation eines Eingriffes
80332,T82,,"Komplikationen durch Prothesen, Implantate oder Transplantate im Herzen und in den Gefäßen"
80333,T820,,Mechanische Komplikation durch eine Herzklappenprothese
80334,T821,,Mechanische Komplikation durch ein kardiales elektronisches Gerät
80335,T822,,Mechanische Komplikation durch Koronararterien-Bypass und Klappentransplantate
80336,T823,,Mechanische Komplikation durch sonstige Gefäßtransplantate
80337,T824,,Mechanische Komplikation durch Gefäßkatheter bei Dialyse
80338,T825,,Mechanische Komplikation durch sonstige Geräte und Implantate im Herzen und in den Gefäßen
80339,T826,,Infektion und entzündliche Reaktion durch eine Herzklappenprothese
80340,T827,,"Infektion und entzündliche Reaktion durch sonstige Geräte, Implantate oder Transplantate im Herzen und in den Gefäßen"
80341,T828,,"Sonstige näher bezeichnete Komplikationen durch Prothesen, Implantate oder Transplantate im Herzen und in den Gefäßen"
80342,T829,,"Nicht näher bezeichnete Komplikation durch Prothese, Implantat oder Transplantat im Herzen und in den Gefäßen"
80343,T83,,"Komplikationen durch Prothesen, Implantate oder Transplantate im Urogenitaltrakt"
80344,T830,,Mechanische Komplikation durch einen Harnwegskatheter (Verweilkatheter)
80345,T831,,Mechanische Komplikation durch sonstige Geräte oder Implantate im Harntrakt
80346,T832,,Mechanische Komplikation durch ein Harnorgantransplantat
80347,T833,,Mechanische Komplikation durch ein Intrauterinpessar
80348,T834,,"Mechanische Komplikation durch sonstige Prothesen, Implantate oder Transplantate im Genitaltrakt"
80349,T835,,"Infektion und entzündliche Reaktion durch Prothese, Implantat oder Transplantat im Harntrakt"
80350,T836,,"Infektion und entzündliche Reaktion durch Prothese, Implantat oder Transplantat im Genitaltrakt"
80351,T838,,"Sonstige Komplikationen durch Prothesen, Implantate oder Transplantate im Urogenitaltrakt"
80352,T839,,"Nicht näher bezeichnete Komplikation durch Prothese, Implantat oder Transplantat im Urogenitaltrakt"
80353,T84,,"Komplikationen durch orthopädische Endoprothesen, Implantate oder Transplantate"
80354,T840,,Mechanische Komplikation durch eine Gelenkendoprothese
80355,T8400,,Mechanische Komplikation durch eine Gelenkendoprothese: Schultergelenk
80356,T8404,,Mechanische Komplikation durch eine Gelenkendoprothese: Hüftgelenk
80357,T8407,,Mechanische Komplikation durch eine Gelenkendoprothese: Bandscheibe
80358,T8408,,Mechanische Komplikation durch eine Gelenkendoprothese: Sonstige näher bezeichnete Gelenke
80359,T841,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen
80360,T8410,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen: Schulterregion
80361,T8413,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen: Hand
80362,T8414,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen: Beckenregion und Oberschenkel
80363,T8415,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen: Unterschenkel
80364,T8416,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen: Knöchel und Fuß
80365,T8418,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an Extremitätenknochen: Sonstige näher bezeichnete Extremitätenknochen
80366,T842,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an sonstigen Knochen
80367,T8420,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an sonstigen Knochen: Wirbelsäule
80368,T8428,,Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an sonstigen Knochen: Sonstige näher bezeichnete Knochen
80369,T843,,"Mechanische Komplikation durch sonstige Knochengeräte, -implantate oder -transplantate"
80370,T844,,"Mechanische Komplikation durch sonstige intern verwendete orthopädische Geräte, Implantate und Transplantate"
80371,T845,,Infektion und entzündliche Reaktion durch eine Gelenkendoprothese
80372,T846,,Infektion und entzündliche Reaktion durch eine interne Osteosynthesevorrichtung [jede Lokalisation]
80373,T847,,"Infektion und entzündliche Reaktion durch sonstige orthopädische Endoprothesen, Implantate oder Transplantate"
80374,T848,,"Sonstige Komplikationen durch orthopädische Endoprothesen, Implantate oder Transplantate"
80375,T849,,"Nicht näher bezeichnete Komplikation durch orthopädische Endoprothese, Implantat oder Transplantat"
80376,T85,,"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate"
80377,T850,,"Mechanische Komplikation durch einen ventrikulären, intrakraniellen Shunt"
80378,T851,,Mechanische Komplikation durch einen implantierten elektronischen Stimulator des Nervensystems
80379,T852,,Mechanische Komplikation durch eine intraokulare Linse
80380,T853,,"Mechanische Komplikation durch sonstige Augenprothesen, -implantate oder -transplantate"
80381,T854,,Mechanische Komplikation durch Mammaprothese oder -implantat
80382,T855,,"Mechanische Komplikation durch gastrointestinale Prothesen, Implantate oder Transplantate"
80383,T8550,,"Mechanische Komplikation durch Prothesen, Implantate oder Transplantate im Ösophagus"
80384,T8553,,"Mechanische Komplikation durch Prothesen, Implantate oder Transplantate in den Gallenwegen"
80385,T8554,,"Mechanische Komplikation durch Prothesen, Implantate oder Transplantate im Pankreas"
80386,T856,,"Mechanische Komplikation durch sonstige näher bezeichnete interne Prothesen, Implantate oder Transplantate"
80387,T857,,"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate"
80388,T8574,,Infektion und entzündliche Reaktion durch perkutan-endoskopische Gastrostomie-Sonde [PEG-Sonde]
80389,T8575,,"Infektion und entzündliche Reaktion durch interne Prothesen, Implantate oder Transplantate im hepatobiliären System und im Pankreas"
80390,T8576,,"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate im sonstigen Gastrointestinaltrakt"
80391,T8578,,"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate"
80392,T858,,"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert"
80393,T8588,,"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert"
80394,T859,,"Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat"
80395,T86,,Versagen und Abstoßung von transplantierten Organen und Geweben
80396,T860,,Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-Host-Krankheit
80397,T8605,,"Chronische Graft-versus-Host-Krankheit, mild"
80398,T8606,,"Chronische Graft-versus-Host-Krankheit, moderat"
80399,T8607,,"Chronische Graft-versus-Host-Krankheit, schwer"
80400,T861,,"Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates"
80401,T862,,Versagen und Abstoßung eines Herztransplantates
80402,T863,,Versagen und Abstoßung eines Herz-Lungen-Transplantates
80403,T864,,"Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates"
80404,T8650,,Durchblutungsstörung eines Hauttransplantates
80405,T8651,,Nekrose eines Hauttransplantates
80406,T8652,,Verlust eines Hauttransplantates
80407,T8659,,Sonstiges und nicht näher bezeichnetes Versagen und Abstoßung eines Hauttransplantates
80408,T868,,Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe
80409,T8688,,Versagen und Abstoßung: Sonstige transplantierte Organe und Gewebe
80410,T869,,Versagen und Abstoßung eines nicht näher bezeichneten transplantierten Organs und Gewebes
80411,T87,,"Komplikationen, die für Replantation und Amputation bezeichnend sind"
80412,T870,,Komplikationen durch replantierte (Teile der) obere(n) Extremität
80413,T871,,Komplikationen durch replantierte (Teile der) untere(n) Extremität
80414,T873,,Neurom des Amputationsstumpfes
80415,T874,,Infektion des Amputationsstumpfes
80416,T875,,Nekrose des Amputationsstumpfes
80417,T876,,Sonstige und nicht näher bezeichnete Komplikationen am Amputationsstumpf
80418,T88,,"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert"
80419,T880,,Infektion nach Impfung [Immunisierung]
80420,T881,,"Sonstige Komplikationen nach Impfung [Immunisierung], anderenorts nicht klassifiziert"
80421,T882,,Schock durch Anästhesie
80422,T883,,Maligne Hyperthermie durch Anästhesie
80423,T884,,Misslungene oder schwierige Intubation
80424,T885,,Sonstige Komplikationen infolge Anästhesie
80425,T886,,Anaphylaktischer Schock als unerwünschte Nebenwirkung eines indikationsgerechten Arzneimittels oder einer indikationsgerechten Droge bei ordnungsgemäßer Verabreichung
80426,T887,,Nicht näher bezeichnete unerwünschte Nebenwirkung eines Arzneimittels oder einer Droge
80427,T888,,"Sonstige näher bezeichnete Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert"
80428,T889,,"Komplikation bei chirurgischen Eingriffen und medizinischer Behandlung, nicht näher bezeichnet"
80429,T89,,Sonstige näher bezeichnete Komplikationen eines Traumas
80430,T890,,Komplikationen einer offenen Wunde
80431,T8900,,Komplikationen einer offenen Wunde: Nicht näher bezeichnet
