,icd_code,icd_code_desc_de
14531,T229,"Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand"
14532,T2290,"Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht näher bezeichnet"
14533,T2291,"Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen"
14534,T2292,"Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion"
14535,T2293,"Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhöhle"
14536,T23,Verbrennung oder Verätzung des Handgelenkes und der Hand
14537,T230,Verbrennung nicht näher bezeichneten Grades des Handgelenkes und der Hand
14538,T231,Verbrennung 1. Grades des Handgelenkes und der Hand
14539,T232,Verbrennung 2. Grades des Handgelenkes und der Hand
14540,T2320,Verbrennung Grad 2a des Handgelenkes und der Hand
14541,T2321,Verbrennung Grad 2b des Handgelenkes und der Hand
14542,T233,Verbrennung 3. Grades des Handgelenkes und der Hand
14543,T234,Verätzung nicht näher bezeichneten Grades des Handgelenkes und der Hand
14544,T235,Verätzung 1. Grades des Handgelenkes und der Hand
14545,T236,Verätzung 2. Grades des Handgelenkes und der Hand
14546,T2360,Verätzung Grad 2a des Handgelenkes und der Hand
14547,T2361,Verätzung Grad 2b des Handgelenkes und der Hand
14548,T237,Verätzung 3. Grades des Handgelenkes und der Hand
14549,T24,"Verbrennung oder Verätzung der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14550,T240,"Verbrennung nicht näher bezeichneten Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14551,T241,"Verbrennung 1. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14552,T242,"Verbrennung 2. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14553,T2420,"Verbrennung Grad 2a der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14554,T2421,"Verbrennung Grad 2b der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14555,T243,"Verbrennung 3. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14556,T244,"Verätzung nicht näher bezeichneten Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14557,T245,"Verätzung 1. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14558,T246,"Verätzung 2. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14559,T2460,"Verätzung Grad 2a der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14560,T2461,"Verätzung Grad 2b der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14561,T247,"Verätzung 3. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
14562,T25,Verbrennung oder Verätzung der Knöchelregion und des Fußes
14563,T250,Verbrennung nicht näher bezeichneten Grades der Knöchelregion und des Fußes
14564,T251,Verbrennung 1. Grades der Knöchelregion und des Fußes
14565,T252,Verbrennung 2. Grades der Knöchelregion und des Fußes
14566,T2520,Verbrennung Grad 2a der Knöchelregion und des Fußes
14567,T2521,Verbrennung Grad 2b der Knöchelregion und des Fußes
14568,T253,Verbrennung 3. Grades der Knöchelregion und des Fußes
14569,T254,Verätzung nicht näher bezeichneten Grades der Knöchelregion und des Fußes
14570,T255,Verätzung 1. Grades der Knöchelregion und des Fußes
14571,T256,Verätzung 2. Grades der Knöchelregion und des Fußes
14572,T2560,Verätzung Grad 2a der Knöchelregion und des Fußes
14573,T2561,Verätzung Grad 2b der Knöchelregion und des Fußes
14574,T257,Verätzung 3. Grades der Knöchelregion und des Fußes
14575,T26,"Verbrennung oder Verätzung, begrenzt auf das Auge und seine Anhangsgebilde"
14576,T260,Verbrennung des Augenlides und der Periokularregion
14577,T261,Verbrennung der Kornea und des Konjunktivalsackes
14578,T262,Verbrennung mit nachfolgender Ruptur und Destruktion des Augapfels
14579,T263,Verbrennung sonstiger Teile des Auges und seiner Anhangsgebilde
14580,T264,"Verbrennung des Auges und seiner Anhangsgebilde, Teil nicht näher bezeichnet"
14581,T265,Verätzung des Augenlides und der Periokularregion
14582,T266,Verätzung der Kornea und des Konjunktivalsackes
14583,T267,Verätzung mit nachfolgender Ruptur und Destruktion des Augapfels
14584,T268,Verätzung sonstiger Teile des Auges und seiner Anhangsgebilde
14585,T269,"Verätzung des Auges und seiner Anhangsgebilde, Teil nicht näher bezeichnet"
14586,T27,Verbrennung oder Verätzung der Atemwege
14587,T270,Verbrennung des Kehlkopfes und der Trachea
14588,T271,Verbrennung des Kehlkopfes und der Trachea mit Beteiligung der Lunge
14589,T272,Verbrennung sonstiger Teile der Atemwege
14590,T273,"Verbrennung der Atemwege, Teil nicht näher bezeichnet"
14591,T274,Verätzung des Kehlkopfes und der Trachea
14592,T275,Verätzung des Kehlkopfes und der Trachea mit Beteiligung der Lunge
14593,T276,Verätzung sonstiger Teile der Atemwege
14594,T277,"Verätzung der Atemwege, Teil nicht näher bezeichnet"
14595,T28,Verbrennung oder Verätzung sonstiger innerer Organe
14596,T280,Verbrennung des Mundes und des Rachens
14597,T281,Verbrennung des Ösophagus
14598,T282,Verbrennung sonstiger Teile des Verdauungstraktes
14599,T283,Verbrennung innerer Organe des Urogenitaltraktes
14600,T284,Verbrennung sonstiger und nicht näher bezeichneter innerer Organe
14601,T285,Verätzung des Mundes und des Rachens
14602,T286,Verätzung des Ösophagus
14603,T287,Verätzung sonstiger Teile des Verdauungstraktes
14604,T288,Verätzung innerer Organe des Urogenitaltraktes
14605,T289,Verätzung sonstiger und nicht näher bezeichneter innerer Organe
14606,T29,Verbrennungen oder Verätzungen mehrerer Körperregionen
14607,T290,Verbrennungen mehrerer Körperregionen nicht näher bezeichneten Grades
14608,T291,"Verbrennungen mehrerer Körperregionen, wobei höchstens Verbrennungen 1. Grades angegeben sind"
14609,T292,"Verbrennungen mehrerer Körperregionen, wobei höchstens Verbrennungen 2. Grades angegeben sind"
14610,T2920,"Verbrennungen mehrerer Körperregionen, wobei höchstens Verbrennungen des Grades 2a angegeben sind"
14611,T2921,"Verbrennungen mehrerer Körperregionen, wobei höchstens Verbrennungen des Grades 2b angegeben sind"
14612,T293,"Verbrennungen mehrerer Körperregionen, wobei mindestens eine Verbrennung 3. Grades angegeben ist"
14613,T294,Verätzungen mehrerer Körperregionen nicht näher bezeichneten Grades
14614,T295,"Verätzungen mehrerer Körperregionen, wobei höchstens Verätzungen 1. Grades angegeben sind"
14615,T296,"Verätzungen mehrerer Körperregionen, wobei höchstens Verätzungen 2. Grades angegeben sind"
14616,T2960,"Verätzungen mehrerer Körperregionen, wobei höchstens Verätzungen des Grades 2a angegeben sind"
14617,T2961,"Verätzungen mehrerer Körperregionen, wobei höchstens Verätzungen des Grades 2b angegeben sind"
14618,T297,"Verätzungen mehrerer Körperregionen, wobei mindestens eine Verätzung 3. Grades angegeben ist"
14619,T30,"Verbrennung oder Verätzung, Körperregion nicht näher bezeichnet"
14620,T300,"Verbrennung nicht näher bezeichneten Grades, Körperregion nicht näher bezeichnet"
14621,T301,"Verbrennung 1. Grades, Körperregion nicht näher bezeichnet"
14622,T302,"Verbrennung 2. Grades, Körperregion nicht näher bezeichnet"
14623,T3020,"Verbrennung Grad 2a, Körperregion nicht näher bezeichnet"
14624,T3021,"Verbrennung Grad 2b, Körperregion nicht näher bezeichnet"
14625,T303,"Verbrennung 3. Grades, Körperregion nicht näher bezeichnet"
14626,T304,"Verätzung nicht näher bezeichneten Grades, Körperregion nicht näher bezeichnet"
14627,T305,"Verätzung 1. Grades, Körperregion nicht näher bezeichnet"
14628,T306,"Verätzung 2. Grades, Körperregion nicht näher bezeichnet"
14629,T3060,"Verätzung Grad 2a, Körperregion nicht näher bezeichnet"
14630,T3061,"Verätzung Grad 2b, Körperregion nicht näher bezeichnet"
14631,T307,"Verätzung 3. Grades, Körperregion nicht näher bezeichnet"
14632,T31,"Verbrennungen, klassifiziert nach dem Ausmaß der betroffenen Körperoberfläche"
14633,T310,Verbrennungen von weniger als 10 % der Körperoberfläche
14634,T3100,Verbrennungen von weniger als 10 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14635,T311,Verbrennungen von 10-19 % der Körperoberfläche
14636,T3110,Verbrennungen von 10-19 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14637,T3111,Verbrennungen von 10-19 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14638,T312,Verbrennungen von 20-29 % der Körperoberfläche
14639,T3120,Verbrennungen von 20-29 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14640,T3121,Verbrennungen von 20-29 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14641,T3122,Verbrennungen von 20-29 % der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14642,T313,Verbrennungen von 30-39 % der Körperoberfläche
14643,T3130,Verbrennungen von 30-39 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14644,T3131,Verbrennungen von 30-39 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14645,T3132,Verbrennungen von 30-39 % der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14646,T3133,Verbrennungen von 30-39 % der Körperoberfläche: 30-39 % Verbrennungen 3. Grades
14647,T314,Verbrennungen von 40-49 % der Körperoberfläche
14648,T3140,Verbrennungen von 40-49 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14649,T3141,Verbrennungen von 40-49 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14650,T3142,Verbrennungen von 40-49 % der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14651,T3143,Verbrennungen von 40-49 % der Körperoberfläche: 30-39 % Verbrennungen 3. Grades
14652,T3144,Verbrennungen von 40-49 % der Körperoberfläche: 40-49 % Verbrennungen 3. Grades
14653,T315,Verbrennungen von 50-59 % der Körperoberfläche
14654,T3150,Verbrennungen von 50-59 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14655,T3151,Verbrennungen von 50-59 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14656,T3152,Verbrennungen von 50-59 % der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14657,T3153,Verbrennungen von 50-59 % der Körperoberfläche: 30-39 % Verbrennungen 3. Grades
14658,T3154,Verbrennungen von 50-59 % der Körperoberfläche: 40-49 % Verbrennungen 3. Grades
14659,T3155,Verbrennungen von 50-59 % der Körperoberfläche: 50-59 % Verbrennungen 3. Grades
14660,T316,Verbrennungen von 60-69 % der Körperoberfläche
14661,T3160,Verbrennungen von 60-69 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14662,T3161,Verbrennungen von 60-69 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14663,T3162,Verbrennungen von 60-69 % der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14664,T3163,Verbrennungen von 60-69 % der Körperoberfläche: 30-39 % Verbrennungen 3. Grades
14665,T3164,Verbrennungen von 60-69 % der Körperoberfläche: 40-49 % Verbrennungen 3. Grades
14666,T3165,Verbrennungen von 60-69 % der Körperoberfläche: 50-59 % Verbrennungen 3. Grades
14667,T3166,Verbrennungen von 60-69 % der Körperoberfläche: 60-69 % Verbrennungen 3. Grades
14668,T317,Verbrennungen von 70-79 % der Körperoberfläche
14669,T3170,Verbrennungen von 70-79 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14670,T3171,Verbrennungen von 70-79 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14671,T3172,Verbrennungen von 70-79 % der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14672,T3173,Verbrennungen von 70-79 % der Körperoberfläche: 30-39 % Verbrennungen 3. Grades
14673,T3174,Verbrennungen von 70-79 % der Körperoberfläche: 40-49 % Verbrennungen 3. Grades
14674,T3175,Verbrennungen von 70-79 % der Körperoberfläche: 50-59 % Verbrennungen 3. Grades
14675,T3176,Verbrennungen von 70-79 % der Körperoberfläche: 60-69 % Verbrennungen 3. Grades
14676,T3177,Verbrennungen von 70-79 % der Körperoberfläche: 70-79 % Verbrennungen 3. Grades
14677,T318,Verbrennungen von 80-89 % der Körperoberfläche
14678,T3180,Verbrennungen von 80-89 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14679,T3181,Verbrennungen von 80-89 % der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14680,T3182,Verbrennungen von 80-89 % der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14681,T3183,Verbrennungen von 80-89 % der Körperoberfläche: 30-39 % Verbrennungen 3. Grades
14682,T3184,Verbrennungen von 80-89 % der Körperoberfläche: 40-49 % Verbrennungen 3. Grades
14683,T3185,Verbrennungen von 80-89 % der Körperoberfläche: 50-59 % Verbrennungen 3. Grades
14684,T3186,Verbrennungen von 80-89 % der Körperoberfläche: 60-69 % Verbrennungen 3. Grades
14685,T3187,Verbrennungen von 80-89 % der Körperoberfläche: 70-79 % Verbrennungen 3. Grades
14686,T3188,Verbrennungen von 80-89 % der Körperoberfläche: 80-89 % Verbrennungen 3. Grades
14687,T319,Verbrennungen von 90 % oder mehr der Körperoberfläche
14688,T3190,Verbrennungen von 90 % oder mehr der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verbrennungen 3. Grades
14689,T3191,Verbrennungen von 90 % oder mehr der Körperoberfläche: 10-19 % Verbrennungen 3. Grades
14690,T3192,Verbrennungen von 90 % oder mehr der Körperoberfläche: 20-29 % Verbrennungen 3. Grades
14691,T3193,Verbrennungen von 90 % oder mehr der Körperoberfläche: 30-39 % Verbrennungen 3. Grades
14692,T3194,Verbrennungen von 90 % oder mehr der Körperoberfläche: 40-49 % Verbrennungen 3. Grades
14693,T3195,Verbrennungen von 90 % oder mehr der Körperoberfläche: 50-59 % Verbrennungen 3. Grades
14694,T3196,Verbrennungen von 90 % oder mehr der Körperoberfläche: 60-69 % Verbrennungen 3. Grades
14695,T3197,Verbrennungen von 90 % oder mehr der Körperoberfläche: 70-79 % Verbrennungen 3. Grades
14696,T3198,Verbrennungen von 90 % oder mehr der Körperoberfläche: 80-89 % Verbrennungen 3. Grades
14697,T3199,Verbrennungen von 90 % oder mehr der Körperoberfläche: 90 % oder mehr Verbrennungen 3. Grades
14698,T32,"Verätzungen, klassifiziert nach dem Ausmaß der betroffenen Körperoberfläche"
14699,T320,Verätzungen von weniger als 10 % der Körperoberfläche
14700,T3200,Verätzungen von weniger als 10 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14701,T321,Verätzungen von 10-19 % der Körperoberfläche
14702,T3210,Verätzungen von 10-19 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14703,T3211,Verätzungen von 10-19 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14704,T322,Verätzungen von 20-29 % der Körperoberfläche
14705,T3220,Verätzungen von 20-29 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14706,T3221,Verätzungen von 20-29 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14707,T3222,Verätzungen von 20-29 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14708,T323,Verätzungen von 30-39 % der Körperoberfläche
14709,T3230,Verätzungen von 30-39 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14710,T3231,Verätzungen von 30-39 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14711,T3232,Verätzungen von 30-39 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14712,T3233,Verätzungen von 30-39 % der Körperoberfläche: 30-39 % Verätzungen 3. Grades
14713,T324,Verätzungen von 40-49 % der Körperoberfläche
14714,T3240,Verätzungen von 40-49 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14715,T3241,Verätzungen von 40-49 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14716,T3242,Verätzungen von 40-49 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14717,T3243,Verätzungen von 40-49 % der Körperoberfläche: 30-39 % Verätzungen 3. Grades
14718,T3244,Verätzungen von 40-49 % der Körperoberfläche: 40-49 % Verätzungen 3. Grades
14719,T325,Verätzungen von 50-59 % der Körperoberfläche
14720,T3250,Verätzungen von 50-59 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14721,T3251,Verätzungen von 50-59 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14722,T3252,Verätzungen von 50-59 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14723,T3253,Verätzungen von 50-59 % der Körperoberfläche: 30-39 % Verätzungen 3. Grades
14724,T3254,Verätzungen von 50-59 % der Körperoberfläche: 40-49 % Verätzungen 3. Grades
14725,T3255,Verätzungen von 50-59 % der Körperoberfläche: 50-59 % Verätzungen 3. Grades
14726,T326,Verätzungen von 60-69 % der Körperoberfläche
14727,T3260,Verätzungen von 60-69 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14728,T3261,Verätzungen von 60-69 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14729,T3262,Verätzungen von 60-69 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14730,T3263,Verätzungen von 60-69 % der Körperoberfläche: 30-39 % Verätzungen 3. Grades
14731,T3264,Verätzungen von 60-69 % der Körperoberfläche: 40-49 % Verätzungen 3. Grades
14732,T3265,Verätzungen von 60-69 % der Körperoberfläche: 50-59 % Verätzungen 3. Grades
14733,T3266,Verätzungen von 60-69 % der Körperoberfläche: 60-69 % Verätzungen 3. Grades
14734,T327,Verätzungen von 70-79 % der Körperoberfläche
14735,T3270,Verätzungen von 70-79 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14736,T3271,Verätzungen von 70-79 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14737,T3272,Verätzungen von 70-79 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14738,T3273,Verätzungen von 70-79 % der Körperoberfläche: 30-39 % Verätzungen 3. Grades
14739,T3274,Verätzungen von 70-79 % der Körperoberfläche: 40-49 % Verätzungen 3. Grades
14740,T3275,Verätzungen von 70-79 % der Körperoberfläche: 50-59 % Verätzungen 3. Grades
14741,T3276,Verätzungen von 70-79 % der Körperoberfläche: 60-69 % Verätzungen 3. Grades
14742,T3277,Verätzungen von 70-79 % der Körperoberfläche: 70-79 % Verätzungen 3. Grades
14743,T328,Verätzungen von 80-89 % der Körperoberfläche
14744,T3280,Verätzungen von 80-89 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14745,T3281,Verätzungen von 80-89 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14746,T3282,Verätzungen von 80-89 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14747,T3283,Verätzungen von 80-89 % der Körperoberfläche: 30-39 % Verätzungen 3. Grades
14748,T3284,Verätzungen von 80-89 % der Körperoberfläche: 40-49 % Verätzungen 3. Grades
14749,T3285,Verätzungen von 80-89 % der Körperoberfläche: 50-59 % Verätzungen 3. Grades
14750,T3286,Verätzungen von 80-89 % der Körperoberfläche: 60-69 % Verätzungen 3. Grades
14751,T3287,Verätzungen von 80-89 % der Körperoberfläche: 70-79 % Verätzungen 3. Grades
14752,T3288,Verätzungen von 80-89 % der Körperoberfläche: 80-89 % Verätzungen 3. Grades
14753,T329,Verätzungen von 90 % oder mehr der Körperoberfläche
14754,T3290,Verätzungen von 90 % oder mehr der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades
14755,T3291,Verätzungen von 90 % oder mehr der Körperoberfläche: 10-19 % Verätzungen 3. Grades
14756,T3292,Verätzungen von 90 % oder mehr der Körperoberfläche: 20-29 % Verätzungen 3. Grades
14757,T3293,Verätzungen von 90 % oder mehr der Körperoberfläche: 30-39 % Verätzungen 3. Grades
14758,T3294,Verätzungen von 90 % oder mehr der Körperoberfläche: 40-49 % Verätzungen 3. Grades
14759,T3295,Verätzungen von 90 % oder mehr der Körperoberfläche: 50-59 % Verätzungen 3. Grades
14760,T3296,Verätzungen von 90 % oder mehr der Körperoberfläche: 60-69 % Verätzungen 3. Grades
14761,T3297,Verätzungen von 90 % oder mehr der Körperoberfläche: 70-79 % Verätzungen 3. Grades
14762,T3298,Verätzungen von 90 % oder mehr der Körperoberfläche: 80-89 % Verätzungen 3. Grades
14763,T3299,Verätzungen von 90 % oder mehr der Körperoberfläche: 90 % oder mehr Verätzungen 3. Grades
14764,T33,Oberflächliche Erfrierung
14765,T330,Oberflächliche Erfrierung des Kopfes
14766,T331,Oberflächliche Erfrierung des Halses
14767,T332,Oberflächliche Erfrierung des Thorax
14768,T333,"Oberflächliche Erfrierung der Bauchdecke, der Lumbosakralgegend und des Beckens"
14769,T334,Oberflächliche Erfrierung des Armes
14770,T335,Oberflächliche Erfrierung des Handgelenkes und der Hand
14771,T336,Oberflächliche Erfrierung der Hüfte und des Oberschenkels
14772,T337,Oberflächliche Erfrierung des Knies und des Unterschenkels
14773,T338,Oberflächliche Erfrierung der Knöchelregion und des Fußes
14774,T339,Oberflächliche Erfrierung an sonstigen und nicht näher bezeichneten Lokalisationen
14775,T34,Erfrierung mit Gewebsnekrose
14776,T340,Erfrierung mit Gewebsnekrose des Kopfes
14777,T341,Erfrierung mit Gewebsnekrose des Halses
14778,T342,Erfrierung mit Gewebsnekrose des Thorax
14779,T343,"Erfrierung mit Gewebsnekrose der Bauchdecke, der Lumbosakralgegend und des Beckens"
14780,T344,Erfrierung mit Gewebsnekrose des Armes
14781,T345,Erfrierung mit Gewebsnekrose des Handgelenkes und der Hand
14782,T346,Erfrierung mit Gewebsnekrose der Hüfte und des Oberschenkels
14783,T347,Erfrierung mit Gewebsnekrose des Knies und des Unterschenkels
14784,T348,Erfrierung mit Gewebsnekrose der Knöchelregion und des Fußes
14785,T349,Erfrierung mit Gewebsnekrose an sonstigen und nicht näher bezeichneten Lokalisationen
14786,T35,Erfrierung mit Beteiligung mehrerer Körperregionen und nicht näher bezeichnete Erfrierung
14787,T350,Oberflächliche Erfrierung mit Beteiligung mehrerer Körperregionen
14788,T351,Erfrierung mit Gewebsnekrose mit Beteiligung mehrerer Körperregionen
14789,T352,Nicht näher bezeichnete Erfrierung des Kopfes und des Halses
14790,T353,"Nicht näher bezeichnete Erfrierung des Thorax, des Abdomens, der Lumbosakralgegend und des Beckens"
14791,T354,Nicht näher bezeichnete Erfrierung der oberen Extremität
14792,T355,Nicht näher bezeichnete Erfrierung der unteren Extremität
14793,T356,Nicht näher bezeichnete Erfrierung mit Beteiligung mehrerer Körperregionen
14794,T357,Nicht näher bezeichnete Erfrierung an nicht näher bezeichneten Lokalisationen
14795,T36,Vergiftung durch systemisch wirkende Antibiotika
14796,T360,Vergiftung: Penicilline
14797,T361,Vergiftung: Cephalosporine und andere Beta-Laktam-Antibiotika
14798,T362,Vergiftung: Chloramphenicol-Gruppe
14799,T363,Vergiftung: Makrolide
14800,T364,Vergiftung: Tetrazykline
14801,T365,Vergiftung: Aminoglykoside
14802,T366,Vergiftung: Rifamycine
14803,T367,Vergiftung: Antimykotika bei systemischer Anwendung
14804,T368,Vergiftung: Sonstige systemisch wirkende Antibiotika
14805,T369,"Vergiftung: Systemisch wirkendes Antibiotikum, nicht näher bezeichnet"
14806,T37,Vergiftung durch sonstige systemisch wirkende Antiinfektiva und Antiparasitika
14807,T370,Vergiftung: Sulfonamide
14808,T371,Vergiftung: Antimykobakterielle Arzneimittel
14809,T372,Vergiftung: Antimalariamittel und Arzneimittel gegen andere Blutprotozoen
14810,T373,Vergiftung: Sonstige Antiprotozoika
14811,T374,Vergiftung: Anthelminthika
14812,T375,Vergiftung: Virostatika
14813,T378,Vergiftung: Sonstige näher bezeichnete systemisch wirkende Antiinfektiva und Antiparasitika
14814,T379,"Vergiftung: Systemisch wirkendes Antiinfektivum und Antiparasitikum, nicht näher bezeichnet"
14815,T38,"Vergiftung durch Hormone und deren synthetische Ersatzstoffe und Antagonisten, anderenorts nicht klassifiziert"
14816,T380,Vergiftung: Glukokortikoide und synthetische Analoga
14817,T381,Vergiftung: Schilddrüsenhormone und Ersatzstoffe
14818,T382,Vergiftung: Thyreostatika
14819,T383,Vergiftung: Insulin und orale blutzuckersenkende Arzneimittel [Antidiabetika]
14820,T384,Vergiftung: Orale Kontrazeptiva
14821,T385,Vergiftung: Sonstige Östrogene und Gestagene
14822,T386,"Vergiftung: Antigonadotropine, Antiöstrogene und Antiandrogene, anderenorts nicht klassifiziert"
14823,T387,Vergiftung: Androgene und verwandte Anabolika
14824,T388,Vergiftung: Sonstige und nicht näher bezeichnete Hormone und synthetische Ersatzstoffe
14825,T389,Vergiftung: Sonstige und nicht näher bezeichnete Hormon-Antagonisten
14826,T39,"Vergiftung durch nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika"
14827,T390,Vergiftung: Salizylate
14828,T391,Vergiftung: 4-Aminophenol-Derivate
14829,T392,Vergiftung: Pyrazolon-Derivate
14830,T393,Vergiftung: Sonstige nichtsteroidale Antiphlogistika [NSAID]
14831,T394,"Vergiftung: Antirheumatika, anderenorts nicht klassifiziert"
14832,T398,"Vergiftung: Sonstige nichtopioidhaltige Analgetika und Antipyretika, anderenorts nicht klassifiziert"
14833,T399,"Vergiftung: Nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika, nicht näher bezeichnet"
14834,T40,Vergiftung durch Betäubungsmittel und Psychodysleptika [Halluzinogene]
14835,T400,Vergiftung: Opium
14836,T401,Vergiftung: Heroin
14837,T402,Vergiftung: Sonstige Opioide
14838,T403,Vergiftung: Methadon
14839,T404,Vergiftung: Sonstige synthetische Betäubungsmittel
14840,T405,Vergiftung: Kokain
14841,T406,Vergiftung: Sonstige und nicht näher bezeichnete Betäubungsmittel
14842,T407,Vergiftung: Cannabis (-Derivate)
14843,T408,Vergiftung: Lysergid [LSD]
14844,T409,Vergiftung: Sonstige und nicht näher bezeichnete Psychodysleptika [Halluzinogene]
14845,T41,Vergiftung durch Anästhetika und therapeutische Gase
14846,T410,Vergiftung: Inhalationsanästhetika
14847,T411,Vergiftung: Intravenöse Anästhetika
14848,T412,Vergiftung: Sonstige und nicht näher bezeichnete Allgemeinanästhetika
14849,T413,Vergiftung: Lokalanästhetika
14850,T414,"Vergiftung: Anästhetikum, nicht näher bezeichnet"
14851,T415,Vergiftung: Therapeutische Gase
14852,T42,"Vergiftung durch Antiepileptika, Sedativa, Hypnotika und Antiparkinsonmittel"
14853,T420,Vergiftung: Hydantoin-Derivate
14854,T421,Vergiftung: Iminostilbene
14855,T422,Vergiftung: Succinimide und Oxazolidine
14856,T423,Vergiftung: Barbiturate
14857,T424,Vergiftung: Benzodiazepine
14858,T425,"Vergiftung: Gemischte Antiepileptika, anderenorts nicht klassifiziert"
14859,T426,"Vergiftung: Sonstige Antiepileptika, Sedativa und Hypnotika"
14860,T427,"Vergiftung: Antiepileptika, Sedativa und Hypnotika, nicht näher bezeichnet"
